ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x536c ,BANGRES14DEL02 ,38,5,12.949934,77.699386,12.969934,77.719386,19-03-2022,12:00:00,12:05:00,conditions Cloudy,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xd6de ,LUDHRES08DEL03 ,25,4.6,30.899992,75.831338,30.929992,75.861338,13-02-2022,22:45:00,23:00:00,conditions Stormy,Low ,2,Meal ,scooter ,0,No ,Urban ,(min) 19
0xd3f0 ,BHPRES19DEL02 ,27,4.8,0.0,0.0,0.08,0.08,12-02-2022,19:40:00,19:50:00,conditions Sunny,Jam ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 12
0x577c ,CHENRES04DEL03 ,33,4.7,13.02978,80.208812,13.05978,80.238812,09-03-2022,00:00:00,00:15:00,conditions Sunny,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 10
0x83ad ,RANCHIRES15DEL03 ,32,4.8,23.369746,85.33982,23.429746,85.39982,05-04-2022,20:45:00,21:00:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x40a7 ,JAPRES12DEL03 ,28,4.9,26.902908,75.792934,26.932908,75.822934,09-03-2022,18:55:00,19:05:00,conditions Sandstorms,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x179b ,INDORES13DEL02 ,25,4.2,22.745049,75.892471,22.765049,75.912471,05-04-2022,08:20:00,08:25:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29
0xa229 ,HYDRES16DEL02 ,36,4.7,17.440827,78.393391,17.460827,78.413391,07-03-2022,11:50:00,12:05:00,conditions Windy,High ,2,Drinks ,motorcycle ,1,No ,Urban ,(min) 25
0x8229 ,BANGRES19DEL01 ,26,4.9,12.914264,77.6784,12.984264,77.7484,31-03-2022,21:35:00,21:40:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 17
0x1f3c ,BANGRES09DEL02 ,22,5,12.934179,77.615797,13.064179,77.745797,06-04-2022,21:10:00,21:25:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 34
0xbb48 ,COIMBRES01DEL01 ,39,4.9,11.016298,76.972076,11.086298,77.042076,14-03-2022,21:30:00,21:45:00,conditions Windy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 29
0xdbdd ,KOCRES09DEL03 ,34,4.7,10.000706,76.349516,10.060706,76.409516,17-02-2022,21:25:00,21:35:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34
0xbfc4 ,ALHRES20DEL02 ,33,4.8,25.454697,81.834492,25.474697,81.854492,17-02-2022,09:30:00,09:40:00,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 28
0x154a ,MYSRES08DEL02 ,31,4.6,12.297954,76.665169,12.347954,76.715169,05-03-2022,18:45:00,18:50:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 26
0x8273 ,BANGRES08DEL01 ,35,5,12.906229,77.596791,12.946229,77.636791,01-04-2022,14:55:00,15:00:00,conditions Cloudy,High ,2,Drinks ,scooter ,1,No ,Urban ,(min) 37
0x69a2 ,JAPRES05DEL02 ,29,4.7,26.905287,75.794592,27.035287,75.924592,06-04-2022,18:55:00,19:05:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 23
0xa03a ,SURRES02DEL01 ,32,3.8,21.186608,72.794136,21.296608,72.904136,18-03-2022,19:35:00,19:40:00,conditions Windy,Jam ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 31
0x8fb2 ,PUNERES15DEL02 ,29,4,18.636215,73.751081,18.716215,73.831081,12-03-2022,21:20:00,21:30:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 33
0x42ec ,CHENRES09DEL01 ,23,4.9,13.044694,80.26147,13.084694,80.30147,28-03-2022,13:00:00,13:10:00,conditions Windy,High ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 13
0xa8fb ,RANCHIRES18DEL02 ,24,5,23.351489,85.324253,23.371489,85.344253,07-03-2022,12:00:00,12:15:00,conditions Stormy,High ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 11
0x8105 ,INDORES05DEL01 ,39,4.7,22.727021,75.884167,22.737021,75.894167,09-03-2022,08:25:00,08:30:00,conditions Fog,Low ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 16
0x238b ,HYDRES12DEL02 ,20,4.9,17.429585,78.392621,17.449585,78.412621,05-03-2022,11:35:00,11:40:00,conditions Windy,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 16
0x9e79 ,JAPRES11DEL03 ,31,4.6,26.90294,75.793007,26.99294,75.883007,06-04-2022,22:20:00,22:30:00,conditions Sandstorms,Low ,2,Drinks ,motorcycle ,1,No ,Urban ,(min) 17
0x1f79 ,MUMRES06DEL01 ,22,4.9,19.055831,72.833984,19.165831,72.943984,02-03-2022,23:20:00,23:35:00,conditions Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 22
0xe199 ,BHPRES07DEL02 ,34,4.7,0.0,0.0,0.13,0.13,12-02-2022,21:15:00,21:30:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 40
0xc386 ,KOLRES14DEL03 ,NaN ,NaN ,22.552996,88.35231,22.582996,88.38231,11-02-2022,NaN ,22:40:00,conditions Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 13
0x5e76 ,RANCHIRES03DEL03 ,29,4.9,0.0,0.0,0.03,0.03,09-03-2022,18:35:00,18:50:00,conditions Sunny,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 17
0x6c6 ,RANCHIRES08DEL01 ,34,4.8,23.353783,85.326967,23.423783,85.396967,14-03-2022,23:10:00,23:20:00,conditions Fog,Low ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 28
0xe08f ,BHPRES05DEL01 ,25,4.8,23.214459,77.434976,23.254459,77.474976,15-02-2022,16:50:00,17:00:00,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 15
0xb81a ,CHENRES02DEL02 ,25,4.9,13.086438,80.220672,13.136439,80.270672,26-03-2022,17:10:00,17:15:00,conditions Windy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 29
0x95b6 ,VADRES20DEL03 ,35,4.8,22.311358,73.164798,22.371358,73.224798,13-03-2022,19:10:00,19:20:00,conditions Fog,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x6742 ,MUMRES13DEL03 ,24,4.5,19.178321,72.834715,19.238321,72.894715,15-03-2022,23:40:00,23:45:00,conditions Fog,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 24
0x7da4 ,SURRES14DEL01 ,28,4.6,21.157729,72.768726,21.167729,72.778726,17-03-2022,10:00:00,10:05:00,conditions Stormy,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 11
0x3493 ,SURRES06DEL02 ,20,4.9,21.185047,72.80859,21.265047,72.88859,27-03-2022,22:25:00,22:35:00,conditions Windy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 24
0xba88 ,CHENRES15DEL01 ,37,5,13.026286,80.275235,13.096286,80.345235,02-04-2022,17:25:00,17:40:00,conditions Sandstorms,Medium ,2,Meal ,scooter ,1,No ,Urban ,(min) 29
0xcf61 ,AGRRES16DEL01 ,38,3.8,0.0,0.0,0.07,0.07,18-02-2022,23:10:00,23:15:00,conditions Fog,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 33
0xbd23 ,BANGRES13DEL02 ,34,4.8,12.935662,77.61413,12.955662,77.63413,05-04-2022,08:20:00,08:30:00,conditions Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 17
0xd3e ,MYSRES04DEL01 ,29,4.7,12.3085,76.665808,12.3185,76.675808,05-03-2022,10:15:00,10:30:00,conditions Sunny,Low ,2,Snack ,motorcycle ,0,No ,Urban ,(min) 17
0x1a29 ,MUMRES20DEL01 ,27,4.4,19.103249,72.846749,19.173249,72.916749,27-03-2022,17:30:00,17:35:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x9d8 ,SURRES04DEL01 ,27,4.1,21.173493,72.801953,21.243493,72.871953,23-03-2022,19:40:00,19:45:00,conditions Fog,Jam ,2,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 44
0x3a89 ,BANGRES07DEL02 ,38,4.8,12.978453,77.643685,12.998453,77.663685,07-03-2022,10:35:00,10:45:00,conditions Windy,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 27
0x78a9 ,VADRES11DEL01 ,37,4.1,22.308096,73.167753,22.378096,73.237753,10-03-2022,18:30:00,18:45:00,conditions Sunny,Medium ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 38
0x5634 ,VADRES02DEL02 ,37,5,0.0,0.0,0.05,0.05,11-03-2022,18:10:00,18:25:00,conditions Fog,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 18
0x29fb ,BANGRES18DEL03 ,35,4.6,12.913041,77.683237,13.003041,77.773237,02-03-2022,18:10:00,18:20:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 37
0x4641 ,RANCHIRES18DEL01 ,25,4.9,23.351489,85.324253,23.391489,85.364253,30-03-2022,12:55:00,13:05:00,conditions Windy,High ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 20
0x4dc2 ,JAPRES05DEL03 ,28,4.8,26.905287,75.794592,27.045287,75.934592,06-03-2022,21:40:00,21:50:00,conditions Cloudy,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 37
0x41a1 ,RANCHIRES13DEL02 ,33,4.6,23.374989,85.335486,23.394989,85.355486,01-03-2022,08:10:00,08:20:00,conditions Cloudy,Low ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 19
0x6df6 ,COIMBRES06DEL02 ,29,4.9,11.021278,76.995017,11.101278,77.075017,04-04-2022,20:25:00,20:35:00,conditions Sandstorms,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x2d53 ,SURRES03DEL01 ,21,4.7,21.186884,72.793616,21.296884,72.903616,02-04-2022,17:20:00,17:35:00,conditions Stormy,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 15
0x535e ,SURRES02DEL01 ,27,4.6,21.186608,72.794136,21.196608,72.804136,03-04-2022,10:55:00,11:00:00,conditions Windy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 12
0xd247 ,LUDHRES12DEL02 ,32,4.9,30.893244,75.821817,30.943244,75.871817,11-02-2022,21:20:00,21:25:00,conditions Sunny,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 16
0xaad ,COIMBRES17DEL03 ,NaN ,NaN ,11.026117,76.944652,11.116117,77.034652,18-03-2022,NaN ,20:20:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 26
0xb8c2 ,CHENRES18DEL02 ,35,4.5,12.981615,80.231598,13.001615,80.251598,19-03-2022,10:50:00,11:00:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 20
0xccb2 ,LUDHRES13DEL03 ,37,3.6,30.893234,75.82172,30.983234,75.91172,12-02-2022,18:30:00,18:40:00,conditions Stormy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 38
0x9566 ,SURRES08DEL03 ,28,5,21.173343,72.792731,21.203343,72.822731,01-04-2022,23:45:00,00:00:00,conditions Sunny,Low ,2,Buffet ,motorcycle ,0,No ,Urban ,(min) 15
0x7dcf ,HYDRES03DEL03 ,32,4.7,17.422819,78.449578,17.512819,78.539578,29-03-2022,23:00:00,23:05:00,conditions Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 25
0xcc88 ,LUDHRES20DEL03 ,29,4.8,30.885915,75.788259,30.915915,75.818259,13-02-2022,19:55:00,20:10:00,conditions Sunny,Jam ,1,Drinks ,scooter ,0,No ,Urban ,(min) 10
0x74d8 ,HYDRES07DEL02 ,38,4.8,17.424114,78.347554,17.444114,78.367554,30-03-2022,10:45:00,10:50:00,conditions Sunny,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 17
0xdd97 ,DEHRES19DEL02 ,28,4.8,30.372202,78.077151,30.392202,78.097151,15-02-2022,08:35:00,08:40:00,conditions Sunny,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 16
0xab97 ,MYSRES11DEL03 ,20,4.9,12.323225,76.630028,12.353225,76.660028,09-03-2022,20:10:00,20:15:00,conditions Stormy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xc3ed ,ALHRES12DEL02 ,23,4.7,25.443994,81.860187,25.573994,81.990187,18-02-2022,21:30:00,21:45:00,conditions Fog,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 33
0xb1a5 ,BANGRES14DEL01 ,23,5,12.949934,77.699386,13.059934,77.809386,16-03-2022,18:30:00,18:35:00,conditions Fog,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 30
0x690e ,COIMBRES06DEL02 ,25,4.7,11.021278,76.995017,11.151278,77.125017,29-03-2022,18:20:00,18:25:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28
0x1efe ,SURRES09DEL01 ,39,4.9,21.175975,72.795503,21.245975,72.865503,27-03-2022,17:45:00,17:55:00,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 39
0xd1b8 ,AURGRES19DEL02 ,25,4.7,19.866969,75.318894,19.916969,75.368894,13-02-2022,00:00:00,00:10:00,conditions Sandstorms,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 19
0xc379 ,DEHRES17DEL03 ,NaN ,NaN ,30.327968,78.046106,30.417968,78.136106,12-02-2022,NaN ,17:55:00,conditions Fog,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 34
0xb37 ,MYSRES16DEL02 ,28,4.5,12.316967,76.603067,12.446967,76.733067,12-03-2022,21:20:00,21:35:00,conditions Stormy,Jam ,2,Buffet ,scooter ,0,No ,Urban ,(min) 23
0xdd9f ,DEHRES08DEL01 ,25,4.6,30.359722,78.067079,30.469722,78.177079,16-02-2022,22:10:00,22:15:00,conditions Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 17
0x8a34 ,PUNERES010DEL01 ,38,4.8,18.539299,73.897902,18.549299,73.907902,05-03-2022,10:25:00,10:30:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 28
0xc230 ,ALHRES12DEL02 ,29,4.6,25.443994,81.860187,25.573994,81.990187,16-02-2022,23:25:00,23:40:00,conditions Sandstorms,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 19
0x39f7 ,JAPRES07DEL03 ,38,4.7,26.766536,75.837333,26.826536,75.897333,05-04-2022,17:50:00,18:00:00,conditions Cloudy,Medium ,1,Meal ,scooter ,NaN ,No ,Metropolitian ,(min) 16
0x8e20 ,JAPRES16DEL03 ,23,4.6,26.849596,75.800512,26.909596,75.860512,17-03-2022,21:25:00,21:35:00,conditions Sunny,Jam ,2,Meal ,scooter ,1,No ,Urban ,(min) 19
0x46e7 ,CHENRES16DEL02 ,28,4.1,13.049645,80.242268,13.129645,80.322268,18-03-2022,19:50:00,19:55:00,conditions Fog,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 44
0x9acc ,INDORES09DEL02 ,20,4.7,22.725835,75.887648,22.805835,75.967648,18-03-2022,22:20:00,22:30:00,conditions Cloudy,Low ,1,Meal ,scooter ,0,No ,Urban ,(min) 20
0xa0e6 ,HYDRES08DEL01 ,27,4.2,17.438263,78.397865,17.508263,78.467865,02-04-2022,21:00:00,21:15:00,conditions Cloudy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 39
0x2656 ,MYSRES010DEL02 ,33,4.9,12.321214,76.621094,12.341214,76.641094,15-03-2022,08:15:00,08:30:00,conditions Sunny,Low ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 14
0x50db ,RANCHIRES12DEL03 ,39,4.3,0.0,0.0,0.09,0.09,10-03-2022,21:10:00,21:15:00,conditions Windy,Jam ,1,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 40
0x917f ,PUNERES12DEL01 ,38,4.1,18.520016,73.830547,18.590016,73.900547,14-03-2022,17:15:00,17:30:00,conditions Fog,Medium ,1,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 36
0x728a ,PUNERES02DEL01 ,34,4.1,18.55144,73.804855,18.56144,73.814855,11-03-2022,11:10:00,11:20:00,conditions Cloudy,High ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 35
0xd306 ,GOARES11DEL03 ,26,4.8,15.544419,73.755736,15.604419,73.815736,13-02-2022,22:30:00,22:35:00,conditions Windy,Low ,1,Snack ,motorcycle ,0,No ,NaN ,(min) 14
0x5064 ,BANGRES13DEL03 ,21,4.2,12.935662,77.61413,12.995662,77.67413,07-03-2022,23:40:00,23:45:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,(min) 23
0xd8af ,ALHRES12DEL03 ,22,4.7,25.443994,81.860187,25.583994,82.000187,16-02-2022,22:55:00,23:10:00,conditions Cloudy,Low ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 26
0x1c54 ,MYSRES16DEL03 ,26,4.6,12.316967,76.603067,12.346967,76.633067,17-03-2022,20:15:00,20:20:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x30df ,INDORES09DEL03 ,25,4.9,22.725835,75.887648,22.815835,75.977648,06-04-2022,20:30:00,20:35:00,conditions Windy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 28
0x726e ,MYSRES20DEL03 ,32,5,12.337978,76.616792,12.397978,76.676792,01-03-2022,21:45:00,21:55:00,conditions Stormy,Jam ,1,Buffet ,motorcycle ,NaN ,No ,Metropolitian ,(min) 33
0x7170 ,BANGRES03DEL02 ,23,4.6,12.979166,77.640709,13.029166,77.690709,03-03-2022,18:55:00,19:00:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x675a ,VADRES05DEL02 ,26,4.4,22.310526,73.170937,22.330526,73.190937,09-03-2022,08:40:00,08:55:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,NaN ,(min) 22
0x310e ,RANCHIRES01DEL01 ,37,5,23.416792,85.316842,23.426792,85.326842,15-03-2022,11:50:00,12:00:00,conditions Fog,High ,2,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 36
0x5bca ,MYSRES20DEL01 ,38,4.2,12.337978,76.616792,12.377978,76.656792,05-03-2022,13:25:00,13:40:00,conditions Fog,High ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 33
0x1275 ,MYSRES09DEL02 ,20,4.4,12.323194,76.630583,12.373194,76.680583,15-03-2022,19:30:00,19:35:00,conditions Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 34
0x3442 ,INDORES11DEL01 ,20,4.9,22.751234,75.88949,22.861234,75.99949,31-03-2022,18:30:00,18:40:00,conditions Windy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 24
0xa816 ,MUMRES16DEL03 ,29,5,19.120083,72.907385,19.210083,72.997385,23-03-2022,21:00:00,21:05:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 48
0x9dca ,VADRES01DEL02 ,27,4.8,22.307898,73.167788,22.327898,73.187788,01-04-2022,09:55:00,10:10:00,conditions Stormy,Low ,2,Meal ,scooter ,1,No ,Urban ,(min) 16
0x2aa7 ,CHENRES04DEL01 ,21,4.6,13.02978,80.208812,13.13978,80.318812,20-03-2022,20:55:00,21:05:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 24
0xa189 ,SURRES04DEL01 ,37,4.8,21.173493,72.801953,21.243493,72.871953,14-03-2022,20:55:00,21:05:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,2,No ,Urban ,(min) 37
0x4700 ,COIMBRES19DEL01 ,35,4.9,11.022298,76.998349,11.092298,77.068349,27-03-2022,19:35:00,19:40:00,conditions Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 48
0x7823 ,SURRES16DEL03 ,26,4.7,21.160437,72.774209,21.220437,72.834209,24-03-2022,18:40:00,18:45:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 11
0xd7aa ,KNPRES11DEL02 ,37,4.9,26.474986,80.342796,26.494986,80.362796,17-02-2022,08:25:00,08:35:00,conditions Sunny,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 14
0x3e82 ,PUNERES06DEL02 ,23,5,18.546258,73.904337,18.676258,74.034337,25-03-2022,19:25:00,19:40:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,1,No ,Urban ,(min) 24
0x323a ,PUNERES15DEL03 ,34,4.5,18.636215,73.751081,18.726215,73.841081,31-03-2022,22:50:00,22:55:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 18
0x4e87 ,VADRES05DEL01 ,31,4.3,22.310526,73.170937,22.420526,73.280937,04-03-2022,22:00:00,22:05:00,conditions Fog,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 37
0xc452 ,KOCRES05DEL03 ,36,4.4,9.970717,76.285447,10.060717,76.375447,16-02-2022,19:20:00,19:30:00,conditions Stormy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 39
0xb619 ,INDORES13DEL01 ,35,4.8,22.745049,75.892471,22.815049,75.962471,06-03-2022,23:00:00,23:15:00,conditions Sunny,Low ,2,Snack ,scooter ,1,No ,Urban ,(min) 20
0xc714 ,BHPRES14DEL03 ,29,2.5,0.0,0.0,0.09,0.09,18-02-2022,22:55:00,23:05:00,conditions Sunny,Low ,2,Drinks ,scooter ,1,Yes ,Metropolitian ,(min) 41
0xbe82 ,VADRES07DEL02 ,34,5,0.0,0.0,0.05,0.05,05-04-2022,22:20:00,22:30:00,conditions Sunny,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 19
0x1420 ,SURRES01DEL02 ,20,4.9,21.186438,72.794115,21.236438,72.844115,07-03-2022,22:00:00,22:10:00,conditions Sandstorms,Jam ,2,Meal ,motorcycle ,0,No ,Urban ,(min) 16
0x8cb2 ,PUNERES02DEL01 ,23,4.6,18.55144,73.804855,18.59144,73.844855,26-03-2022,12:20:00,12:25:00,conditions Windy,High ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 21
0x1bec ,HYDRES02DEL01 ,24,4.7,17.41233,78.449654,17.42233,78.459654,11-03-2022,12:00:00,12:10:00,conditions Sunny,High ,2,Drinks ,electric_scooter ,0,No ,Urban ,(min) 13
0x33fd ,RANCHIRES17DEL03 ,24,4.8,23.374878,85.335739,23.404878,85.365739,30-03-2022,17:15:00,17:30:00,conditions Fog,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x791a ,BANGRES06DEL02 ,37,4.6,12.979096,77.640625,13.109096,77.770625,23-03-2022,17:40:00,17:55:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 36
0x2e4e ,CHENRES18DEL02 ,31,4.8,12.981615,80.231598,13.031615,80.281598,28-03-2022,21:00:00,21:10:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x4585 ,COIMBRES07DEL02 ,28,4.7,10.96185,76.971082,11.09185,77.101082,12-03-2022,19:30:00,19:45:00,conditions Sunny,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24
0xa80b ,SURRES08DEL02 ,34,4.6,21.173343,72.792731,21.223343,72.842731,03-03-2022,00:00:00,00:15:00,conditions Cloudy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 19
0xdf6c ,LUDHRES01DEL02 ,36,5,30.873988,75.842739,31.003988,75.972739,18-02-2022,22:35:00,22:50:00,conditions Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xc297 ,AURGRES18DEL01 ,30,3.7,19.888716,75.321461,19.998716,75.431461,18-02-2022,21:30:00,21:40:00,conditions Stormy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34
0xe48 ,SURRES07DEL02 ,24,4.6,21.170798,72.790489,21.250798,72.870489,16-03-2022,22:40:00,22:50:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 21
0x5d92 ,PUNERES09DEL03 ,24,4.7,18.536562,73.896485,18.626562,73.986485,06-03-2022,21:20:00,21:35:00,conditions Windy,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 38
0x708b ,SURRES06DEL02 ,24,4.9,21.185047,72.80859,21.205047,72.82859,01-03-2022,10:20:00,10:25:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 18
0x1cf1 ,SURRES08DEL03 ,31,4.7,21.173343,72.792731,21.263343,72.882731,31-03-2022,19:10:00,19:15:00,conditions Fog,Jam ,2,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 41
0x1f29 ,VADRES14DEL03 ,32,4.9,22.311603,73.165012,22.401603,73.255012,14-03-2022,21:50:00,22:00:00,conditions Fog,Jam ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 42
0xc56d ,KNPRES08DEL02 ,21,4.6,0.0,0.0,0.08,0.08,18-02-2022,17:20:00,17:35:00,conditions Stormy,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 29
0xb5db ,BANGRES08DEL01 ,33,4.1,12.906229,77.596791,13.016229,77.706791,06-03-2022,21:40:00,21:50:00,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 35
0x7023 ,RANCHIRES07DEL02 ,37,4.7,23.359407,85.325055,23.439407,85.405055,25-03-2022,22:45:00,23:00:00,conditions Windy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 20
0xdc21 ,BHPRES12DEL01 ,22,4.4,0.0,0.0,0.11,0.11,16-02-2022,21:55:00,22:05:00,conditions Fog,Jam ,1,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 43
0x4b4e ,CHENRES08DEL03 ,31,4.9,13.022394,80.242439,13.052394,80.272439,03-04-2022,20:55:00,21:00:00,conditions Windy,Jam ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 30
0x907 ,RANCHIRES08DEL01 ,23,4.8,23.353783,85.326967,23.423783,85.396967,20-03-2022,23:40:00,23:45:00,conditions Sandstorms,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 15
